"ARK","CREATE_DATE","CREATED_BY","LAST_MODIFIED_DATE","LAST_MODIFIED_BY","PARENT_ARK","SEQUENCE","STATUS","TITLE","TYPE"
"21198/zz0017s55x",28-APR-09,"oralhistory@library.ucla.edu",07-MAY-10,"tbarnett@library.ucla.edu","21198/zz0008zhf5",6,"Completed","TAPE NUMBER: III, Side Two (October 2, 1986)","Audio"
"21198/zz0017s56f",28-APR-09,"oralhistory@library.ucla.edu",14-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",7,"Completed","TAPE NUMBER: IV, Side One (October 2, 1986)","Audio"
"21198/zz0017s57z",28-APR-09,"oralhistory@library.ucla.edu",14-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",8,"Completed","TAPE NUMBER: IV, Side Two (October 2, 1986)","Audio"
"21198/zz0017s58g",28-APR-09,"oralhistory@library.ucla.edu",14-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",9,"Completed","TAPE NUMBER: V, Side One (October 3, 1986)","Audio"
"21198/zz0017s590",28-APR-09,"oralhistory@library.ucla.edu",14-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",10,"Completed","TAPE NUMBER: V, Side Two (October 3, 1986)","Audio"
"21198/zz0017s5bh",28-APR-09,"oralhistory@library.ucla.edu",16-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",11,"Completed","TAPE NUMBER: VI, Side One (October 3, 1986)","Audio"
"21198/zz0017s5c1",28-APR-09,"oralhistory@library.ucla.edu",16-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",12,"Completed","TAPE NUMBER: VI, Side Two (October 3, 1986)","Audio"
"21198/zz0017s5dj",28-APR-09,"oralhistory@library.ucla.edu",16-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",13,"Completed","TAPE NUMBER: VII, Side One (October 3, 1986)","Audio"
"21198/zz0017s5f2",28-APR-09,"oralhistory@library.ucla.edu",16-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",14,"Completed","TAPE NUMBER: VII, Side Two (October 4, 1986)","Audio"
"21198/zz0017s5gk",28-APR-09,"oralhistory@library.ucla.edu",18-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",15,"Completed","TAPE NUMBER: VIII, Side One (October 4, 1986)","Audio"
"21198/zz0017s5h3",28-APR-09,"oralhistory@library.ucla.edu",18-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",16,"Completed","TAPE NUMBER: VIII, Side Two (October 4, 1986)","Audio"
"21198/zz0017s5jm",28-APR-09,"oralhistory@library.ucla.edu",18-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",17,"Completed","TAPE NUMBER: IX, Side One (October 4, 1986)","Audio"
"21198/zz0017s5k4",28-APR-09,"oralhistory@library.ucla.edu",21-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",18,"Completed","TAPE NUMBER: IX, Side Two (October 4, 1986)","Audio"
"21198/zz0017s5mn",28-APR-09,"oralhistory@library.ucla.edu",21-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",19,"Completed","TAPE NUMBER: X, Side One (October 4, 1986)","Audio"
"21198/zz0017s5n5",28-APR-09,"oralhistory@library.ucla.edu",21-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",20,"Completed","TAPE NUMBER: X, Side Two (October 4, 1986)","Audio"
"21198/zz0017s5pp",28-APR-09,"oralhistory@library.ucla.edu",21-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",21,"Completed","TAPE NUMBER: XI, Side One (May 11, 1987)","Audio"
"21198/zz0017s5q6",28-APR-09,"oralhistory@library.ucla.edu",21-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",22,"Completed","TAPE NUMBER: XI, Side Two (May 11, 1987)","Audio"
"21198/zz0017s5rq",28-APR-09,"oralhistory@library.ucla.edu",30-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",23,"Completed","TAPE NUMBER: XII, Side One (May 11, 1987)","Audio"
"21198/zz0017s5s7",28-APR-09,"oralhistory@library.ucla.edu",30-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",24,"Completed","TAPE NUMBER: XII, Side Two (May 11, 1987)","Audio"
"21198/zz0017s5tr",28-APR-09,"oralhistory@library.ucla.edu",30-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",25,"Completed","TAPE NUMBER: XIII, Side One (May 12, 1987)","Audio"
"21198/zz0017s5v8",28-APR-09,"oralhistory@library.ucla.edu",30-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",26,"Completed","TAPE NUMBER: XIII, Side Two (May 12, 1987)","Audio"
"21198/zz0017s5ws",28-APR-09,"oralhistory@library.ucla.edu",30-APR-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",27,"Completed","TAPE NUMBER: XIV, Side One (May 13, 1987)","Audio"
"21198/zz0017s5x9",28-APR-09,"oralhistory@library.ucla.edu",01-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",28,"Completed","TAPE NUMBER: XIV, Side Two (May 13, 1987)","Audio"
"21198/zz0017s5zt",28-APR-09,"oralhistory@library.ucla.edu",01-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",29,"Completed","TAPE NUMBER: XV, Side One (May 13, 1987)","Audio"
"21198/zz0017s60t",28-APR-09,"oralhistory@library.ucla.edu",01-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",30,"Completed","TAPE NUMBER: XV, Side Two (May 13, 1987)","Audio"
"21198/zz0017s61b",28-APR-09,"oralhistory@library.ucla.edu",01-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",31,"Completed","TAPE NUMBER: XVI, Side One (May 13, 1987)","Audio"
"21198/zz0017s62v",28-APR-09,"oralhistory@library.ucla.edu",01-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",32,"Completed","TAPE NUMBER: XVI, Side Two (May 13, 1987)","Audio"
"21198/zz0017s63c",28-APR-09,"oralhistory@library.ucla.edu",02-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",33,"Completed","TAPE NUMBER: XVII, Side One (May 13, 1987)","Audio"
"21198/zz0017s64w",28-APR-09,"oralhistory@library.ucla.edu",02-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",34,"Completed","TAPE NUMBER: XVII, Side Two (May 14, 1987)","Audio"
"21198/zz0017s65d",28-APR-09,"oralhistory@library.ucla.edu",02-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",35,"Completed","TAPE NUMBER: XVIII, Side One (May 14, 1987)","Audio"
"21198/zz0017s66x",28-APR-09,"oralhistory@library.ucla.edu",02-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",36,"Completed","TAPE NUMBER: XVIII, Side Two (May 14, 1987)","Audio"
"21198/zz0017s67f",28-APR-09,"oralhistory@library.ucla.edu",02-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",37,"Completed","TAPE NUMBER: XIX, Side One (May 14, 1987)","Audio"
"21198/zz0017s68z",28-APR-09,"oralhistory@library.ucla.edu",02-MAY-14,"oralhistory@library.ucla.edu","21198/zz0008zhf5",38,"Completed","TAPE NUMBER: XIX, Side Two (May 14, 1987)","Audio"
"21198/zz0017sn45",30-APR-09,"oralhistory@library.ucla.edu",23-JUL-20,"oralhistory@library.ucla.edu","21198/zz00093sk9",68,"In progress","Interview of Robert Stevenson","Interview"
"21198/zz0017sn5p",30-APR-09,"oralhistory@library.ucla.edu",10-APR-20,"tbarnett@library.ucla.edu","21198/zz0017sn45",1,"In progress","SESSION 1 (4/9/2007)","Audio"
"21198/zz0017sn66",30-APR-09,"oralhistory@library.ucla.edu",19-DEC-19,"oralhistory@library.ucla.edu","21198/zz0017sn45",2,"In progress","SESSION 2 (4/16/2007)","Audio"
"21198/zz0017sn7q",30-APR-09,"oralhistory@library.ucla.edu",19-DEC-19,"oralhistory@library.ucla.edu","21198/zz0017sn45",3,"In progress","SESSION 3 (4/23/2007)","Audio"
"21198/zz0017sn87",30-APR-09,"oralhistory@library.ucla.edu",19-DEC-19,"oralhistory@library.ucla.edu","21198/zz0017sn45",4,"In progress","SESSION 4 (5/7/2007)","Audio"
"21198/zz0017sn9r",30-APR-09,"oralhistory@library.ucla.edu",19-DEC-19,"oralhistory@library.ucla.edu","21198/zz0017sn45",5,"In progress","SESSION 5 (5/14/2007)","Audio"
"21198/zz001bmspc",23-JUN-09,"jcolling@library.ucla.edu",23-SEP-20,"oralhistory@library.ucla.edu","21198/zz00094bm0",,"Completed","Interview of Paula Wansa","Interview"
"21198/zz001bmsqw",23-JUN-09,"jcolling@library.ucla.edu",23-JUN-20,"oralhistory@library.ucla.edu","21198/zz00094bm0",2,"Completed","Interview of Andrea Hricko","Interview"
"21198/zz001bmsrd",23-JUN-09,"jcolling@library.ucla.edu",10-JUN-10,"oralhistory@library.ucla.edu","21198/zz001bmspc",1,"Completed","SESSION 1 (12/17/2007)","Audio"
"21198/zz001cb3zp",01-JUL-09,"tbarnett@library.ucla.edu",18-JUN-20,"oralhistory@library.ucla.edu","21198/zz000905zz",33,"Completed","Interview of Vi Redd","Interview"
"21198/zz001d0fp9",10-JUL-09,"oralhistory@library.ucla.edu",16-JUN-20,"oralhistory@library.ucla.edu","21198/zz00096b4n",1,"Completed","Interview of David Cunningham","Interview"
"21198/zz001d0fqt",10-JUL-09,"oralhistory@library.ucla.edu",03-FEB-12,"tbarnett@library.ucla.edu","21198/zz001d0fp9",1,"Completed","SESSION 1 (4/3/2009)","Audio"
"21198/zz001d0k5g",10-JUL-09,"oralhistory@library.ucla.edu",03-FEB-12,"tbarnett@library.ucla.edu","21198/zz001d0fp9",2,"Completed","SESSION 2 (4/11/2009)","Audio"
"21198/zz001d0k60",10-JUL-09,"oralhistory@library.ucla.edu",03-FEB-12,"tbarnett@library.ucla.edu","21198/zz001d0fp9",3,"Completed","SESSION 3 (4/25/2009)","Audio"
"21198/zz001d0k7h",10-JUL-09,"oralhistory@library.ucla.edu",20-JAN-12,"tbarnett@library.ucla.edu","21198/zz0013x5wx",8,"Completed","SESSION 8 (12/4/2008)","Audio"
"21198/zz001d0k81",10-JUL-09,"oralhistory@library.ucla.edu",20-JAN-12,"tbarnett@library.ucla.edu","21198/zz0013x5wx",9,"Completed","SESSION 9 (1/13/2009)","Audio"
"21198/zz001d0k9j",10-JUL-09,"oralhistory@library.ucla.edu",05-AUG-11,"oralhistory@library.ucla.edu","21198/zz0013x5wx",10,"Completed","SESSION 10 (1/15/2009)","Audio"
"21198/zz001d0kb2",10-JUL-09,"oralhistory@library.ucla.edu",24-OCT-13,"jcolling@library.ucla.edu","21198/zz001400n6",1,"Completed","SESSION 1 (5/6/2009)","Audio"
"21198/zz001d0kck",10-JUL-09,"oralhistory@library.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000966t2",15,"Completed","Interview of Stephen Morrison","Interview"
"21198/zz001d0kd3",10-JUL-09,"oralhistory@library.ucla.edu",01-NOV-13,"tbarnett@library.ucla.edu","21198/zz001400n6",2,"Completed","SESSION 2 (5/13/2009)","Audio"
"21198/zz001d0kfm",10-JUL-09,"oralhistory@library.ucla.edu",22-AUG-18,"oralhistory@library.ucla.edu","21198/zz001400k5",3,"Completed","SESSION 3 (11/24/2008)","Audio"
"21198/zz001d0kg4",10-JUL-09,"oralhistory@library.ucla.edu",22-AUG-18,"oralhistory@library.ucla.edu","21198/zz001400k5",4,"Completed","SESSION 4 (12/3/2008)","Audio"
"21198/zz001d0khn",10-JUL-09,"oralhistory@library.ucla.edu",22-AUG-18,"oralhistory@library.ucla.edu","21198/zz001400k5",5,"Completed","SESSION 5 (12/19/2008)","Audio"
"21198/zz001d0kj5",10-JUL-09,"oralhistory@library.ucla.edu",20-FEB-15,"tbarnett@library.ucla.edu","21198/zz001d0kck",1,"Completed","SESSION 1 (6/4/2009)","Audio"
"21198/zz001d0kkp",10-JUL-09,"oralhistory@library.ucla.edu",20-FEB-15,"tbarnett@library.ucla.edu","21198/zz001d0kck",2,"Completed","SESSION 2 (6/11/2009)","Audio"
"21198/zz001d0km6",10-JUL-09,"oralhistory@library.ucla.edu",20-FEB-15,"tbarnett@library.ucla.edu","21198/zz001d0kck",3,"Completed","SESSION 3 (6/17/2009)","Audio"
"21198/zz001d0knq",10-JUL-09,"oralhistory@library.ucla.edu",20-FEB-15,"tbarnett@library.ucla.edu","21198/zz001d0kck",4,"Completed","SESSION 4 (6/24/2009)","Audio"
"21198/zz001d0kp7",10-JUL-09,"oralhistory@library.ucla.edu",27-APR-20,"oralhistory@library.ucla.edu","21198/zz000966t2",5,"Completed","Interview of James Ryu","Interview"
"21198/zz001d0kqr",10-JUL-09,"oralhistory@library.ucla.edu",24-MAY-19,"tbarnett@library.ucla.edu","21198/zz001d0kp7",1,"Completed","SESSION 1 (1/15/2009)","Audio"
"21198/zz001d0kr8",10-JUL-09,"oralhistory@library.ucla.edu",24-MAY-19,"tbarnett@library.ucla.edu","21198/zz001d0kp7",2,"Completed","SESSION 2 (1/22/2009)","Audio"
"21198/zz001d0kss",10-JUL-09,"oralhistory@library.ucla.edu",31-MAY-19,"tbarnett@library.ucla.edu","21198/zz001d0kp7",3,"Completed","SESSION 3 (1/29/2009)","Audio"
"21198/zz001d0kt9",10-JUL-09,"oralhistory@library.ucla.edu",31-MAY-19,"tbarnett@library.ucla.edu","21198/zz001d0kp7",4,"Completed","SESSION 4 (2/5/2009)","Audio"
"21198/zz001d0kvt",10-JUL-09,"oralhistory@library.ucla.edu",10-SEP-20,"oralhistory@library.ucla.edu","21198/zz000966t2",7,"Completed","Interview of Joanne Kim","Interview"
"21198/zz001d0kwb",10-JUL-09,"oralhistory@library.ucla.edu",24-JUL-20,"jcolling@library.ucla.edu","21198/zz001d0kvt",1,"Completed","SESSION 1 (3/11/2009)","Audio"
"21198/zz001d0kxv",10-JUL-09,"oralhistory@library.ucla.edu",24-JUL-20,"jcolling@library.ucla.edu","21198/zz001d0kvt",2,"Completed","SESSION 2 (4/3/2009)","Audio"
"21198/zz001d0kzc",10-JUL-09,"oralhistory@library.ucla.edu",24-JUL-20,"jcolling@library.ucla.edu","21198/zz001d0kvt",3,"Completed","SESSION 3 (4/28/2009)","Audio"
"21198/zz001d0m0c",10-JUL-09,"oralhistory@library.ucla.edu",15-DEC-10,"oralhistory@library.ucla.edu","21198/zz000s6dgk",2,"Completed","SESSION 2 (8/20/2008)","Audio"
"21198/zz001d0m1w",10-JUL-09,"oralhistory@library.ucla.edu",15-DEC-10,"oralhistory@library.ucla.edu","21198/zz000s6dgk",3,"Completed","SESSION 3 (8/27/2008)","Audio"
"21198/zz001d0m2d",10-JUL-09,"oralhistory@library.ucla.edu",17-DEC-10,"tbarnett@library.ucla.edu","21198/zz000s6dgk",4,"Completed","SESSION 4 (9/3/2008)","Audio"
"21198/zz001d0m3x",10-JUL-09,"oralhistory@library.ucla.edu",17-DEC-10,"tbarnett@library.ucla.edu","21198/zz000s6dgk",5,"Completed","SESSION 5 (9/10/2008)","Audio"
"21198/zz001d0m4f",10-JUL-09,"oralhistory@library.ucla.edu",15-DEC-10,"oralhistory@library.ucla.edu","21198/zz000s6dgk",6,"Completed","SESSION 6 (9/17/2008)","Audio"
"21198/zz001d0m5z",10-JUL-09,"oralhistory@library.ucla.edu",17-DEC-10,"tbarnett@library.ucla.edu","21198/zz000s6dgk",7,"Completed","SESSION 7 (9/23/2008)","Audio"
"21198/zz001d0m6g",10-JUL-09,"oralhistory@library.ucla.edu",20-SEP-16,"tbarnett@library.ucla.edu","21198/zz000s6dgk",8,"Completed","SESSION 8 (10/9/2008)","Audio"
"21198/zz001d0p2c",13-JUL-09,"oralhistory@library.ucla.edu",27-FEB-12,"oralhistory@library.ucla.edu","21198/zz0017p5sw",2,"Completed","SESSION 2 (12/19/2008)","Audio"
"21198/zz001d0p3w",13-JUL-09,"oralhistory@library.ucla.edu",27-FEB-12,"oralhistory@library.ucla.edu","21198/zz0017p5sw",3,"Completed","SESSION 3 (1/16/2009)","Audio"
"21198/zz001d0p4d",13-JUL-09,"oralhistory@library.ucla.edu",17-FEB-12,"tbarnett@library.ucla.edu","21198/zz0017p5sw",4,"Completed","SESSION 4 (1/23/2009)","Audio"
"21198/zz001d0p5x",13-JUL-09,"oralhistory@library.ucla.edu",17-FEB-12,"tbarnett@library.ucla.edu","21198/zz0017p5sw",5,"Completed","SESSION 5 (1/30/2009)","Audio"
"21198/zz001d0p6f",13-JUL-09,"oralhistory@library.ucla.edu",03-AUG-11,"oralhistory@library.ucla.edu","21198/zz0017p5sw",6,"Completed","SESSION 6 (2/6/2009)","Audio"
"21198/zz001d0p7z",13-JUL-09,"oralhistory@library.ucla.edu",17-FEB-12,"tbarnett@library.ucla.edu","21198/zz0017p5sw",7,"Completed","SESSION 7 (2/13/2009)","Audio"
"21198/zz001d0p8g",13-JUL-09,"oralhistory@library.ucla.edu",17-FEB-12,"tbarnett@library.ucla.edu","21198/zz0017p5sw",8,"Completed","SESSION 8 (2/26/2009)","Audio"
"21198/zz001d0p90",13-JUL-09,"oralhistory@library.ucla.edu",17-FEB-12,"tbarnett@library.ucla.edu","21198/zz0017p5sw",9,"Completed","SESSION 9 (3/12/2009)","Audio"
"21198/zz001d0pbh",13-JUL-09,"oralhistory@library.ucla.edu",14-JUN-22,"jcolling@library.ucla.edu","21198/zz000smx3h",13,"Sealed","Interview of Rudy Acuña","Interview"
"21198/zz001d0pc1",13-JUL-09,"oralhistory@library.ucla.edu",25-SEP-20,"oralhistory@library.ucla.edu","21198/zz000smx3h",5,"Completed","Interview of Grace Montañez Davis (2008)","Interview"
"21198/zz001d0pdj",13-JUL-09,"oralhistory@library.ucla.edu",31-JUL-09,"oralhistory@library.ucla.edu","21198/zz001d0pbh",1,"In progress","SESSION 1 (4/20/2009)","Audio"
"21198/zz001d0pf2",13-JUL-09,"oralhistory@library.ucla.edu",31-JUL-09,"oralhistory@library.ucla.edu","21198/zz001d0pbh",2,"In progress","SESSION 2 (4/27/2009)","Audio"
"21198/zz001d0pgk",13-JUL-09,"oralhistory@library.ucla.edu",31-JUL-09,"oralhistory@library.ucla.edu","21198/zz001d0pbh",3,"In progress","SESSION 3 (5/4/2009)","Audio"
"21198/zz001d0ph3",13-JUL-09,"oralhistory@library.ucla.edu",31-JUL-09,"oralhistory@library.ucla.edu","21198/zz001d0pbh",4,"In progress","SESSION 4 (5/11/2009)","Audio"
"21198/zz001d0pjm",13-JUL-09,"oralhistory@library.ucla.edu",04-AUG-09,"oralhistory@library.ucla.edu","21198/zz001d0pbh",5,"In progress","SESSION 5 (6/5/2009)","Audio"
"21198/zz001d0pk4",13-JUL-09,"oralhistory@library.ucla.edu",04-AUG-09,"oralhistory@library.ucla.edu","21198/zz001d0pbh",6,"In progress","SESSION 6 (6/8/2009)","Audio"
"21198/zz001d0pmn",13-JUL-09,"oralhistory@library.ucla.edu",04-AUG-09,"oralhistory@library.ucla.edu","21198/zz001d0pbh",7,"In progress","SESSION 7 (6/15/2009)","Audio"
"21198/zz001d0pn5",13-JUL-09,"oralhistory@library.ucla.edu",06-MAR-12,"oralhistory@library.ucla.edu","21198/zz001d0pc1",1,"Completed","SESSION 1 (8/26/2008)","Audio"
"21198/zz001d0ppp",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",2,"Completed","SESSION 2 (9/5/2008)","Audio"
"21198/zz001d0pq6",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",3,"Completed","SESSION 3 (9/11/2008)","Audio"
"21198/zz001d0prq",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",4,"Completed","SESSION 4 (9/19/2008)","Audio"
"21198/zz001d0ps7",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",5,"Completed","SESSION 5 (9/26/2008)","Audio"
"21198/zz001d0ptr",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",6,"Completed","SESSION 6 (10/1/2008)","Audio"
"21198/zz001d0pv8",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",7,"Completed","SESSION 7 (10/13/2008)","Audio"
"21198/zz001d0pws",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",8,"Completed","SESSION 8 (10/28/2008)","Audio"
"21198/zz001d0px9",13-JUL-09,"oralhistory@library.ucla.edu",05-DEC-11,"oralhistory@library.ucla.edu","21198/zz001d0pc1",9,"Completed","SESSION 9 (11/10/2008)","Audio"
"21198/zz001d0qb0",13-JUL-09,"oralhistory@library.ucla.edu",08-DEC-17,"tbarnett@library.ucla.edu","21198/zz0008zh0f",82,"Completed","Second Baptist Church of Los Angeles","Series"
"21198/zz001d0qch",13-JUL-09,"oralhistory@library.ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz001d0qb0",1,"Completed","Interview of William Elkins","Interview"
"21198/zz001d0qd1",13-JUL-09,"oralhistory@library.ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz001d0qb0",2,"Completed","Interview of Albert Matthews","Interview"
"21198/zz001d0qfj",13-JUL-09,"oralhistory@library.ucla.edu",16-DEC-11,"tbarnett@library.ucla.edu","21198/zz001d0qch",1,"Completed","SESSION 1 (12/7/2007)","Audio"
"21198/zz001d0qg2",13-JUL-09,"oralhistory@library.ucla.edu",16-DEC-11,"tbarnett@library.ucla.edu","21198/zz001d0qch",2,"Completed","SESSION 2 (12/10/2007)","Audio"
"21198/zz001d0qhk",13-JUL-09,"oralhistory@library.ucla.edu",12-AUG-11,"tbarnett@library.ucla.edu","21198/zz001d0qd1",1,"Completed","SESSION 1 (4/15/2008)","Audio"
"21198/zz001d0qj3",13-JUL-09,"oralhistory@library.ucla.edu",12-AUG-11,"tbarnett@library.ucla.edu","21198/zz001d0qd1",2,"Completed","SESSION 2 (6/24/2008)","Audio"
"21198/zz001d0r5w",13-JUL-09,"oralhistory@library.ucla.edu",25-NOV-22,"yperez1@g.ucla.edu","21198/zz00096qm6",5,"In progress","SESSION 5 (8/14/2008)","Audio"
"21198/zz001d0r9z",13-JUL-09,"oralhistory@library.ucla.edu",27-OCT-17,"tbarnett@library.ucla.edu","21198/zz0008zh0f",18,"Completed","Black Educators in Los Angeles, 1950-2000","Series"
"21198/zz001d0rbg",13-JUL-09,"oralhistory@library.ucla.edu",25-NOV-22,"yperez1@g.ucla.edu","21198/zz001d0r9z",3,"In progress","Interview of Genethia Hudley Hayes","Interview"
"21198/zz001d0rc0",13-JUL-09,"oralhistory@library.ucla.edu",25-NOV-22,"yperez1@g.ucla.edu","21198/zz001d0r9z",6,"In progress","Interview of Noma Lemoine","Interview"
"21198/zz001d0rdh",13-JUL-09,"oralhistory@library.ucla.edu",15-JUN-20,"oralhistory@library.ucla.edu","21198/zz001d0r9z",5,"Completed","Interview of James Taylor","Interview"
"21198/zz001d0rf1",13-JUL-09,"oralhistory@library.ucla.edu",15-JUN-20,"oralhistory@library.ucla.edu","21198/zz001d0r9z",8,"Completed","Interview of Sidney Thompson","Interview"
"21198/zz001d0rgj",13-JUL-09,"oralhistory@library.ucla.edu",16-SEP-20,"oralhistory@library.ucla.edu","21198/zz001d0r9z",7,"Completed","Interview of Owen Knox","Interview"
"21198/zz001d0rh2",13-JUL-09,"oralhistory@library.ucla.edu",08-NOV-22,"jcolling@library.ucla.edu","21198/zz001d0r9z",2,"In progress","Interview of Floraline Stevens","Interview"
